G,Rall,Value
11803,XLM,1.0
11803,GRL,1.0
11803,GRL_AOIS,1.0
11804,XLM,1.0
11804,GRL,1.0
11804,GRL_AOIS,1.0
11805,XLM,1.0
11805,GRL,1.0
11805,GRL_AOIS,1.0
11806,XLM,1.0
11806,GRL,1.0
11806,GRL_AOIS,1.0
11807,XLM,1.0
11807,GRL,1.0
11807,GRL_AOIS,1.0
11808,XLM,1.0
11808,GRL,1.0
11808,GRL_AOIS,1.0
11809,XLM,1.0
11809,GRL,1.0
11809,GRL_AOIS,1.0
11810,XLM,1.0
11810,GRL,1.0
11810,GRL_AOIS,1.0
11811,XLM,1.0
11811,GRL,1.0
11811,GRL_AOIS,1.0
11812,XLM,1.0
11812,GRL,1.0
11812,GRL_AOIS,1.0
11813,XLM,1.0
11813,GRL,1.0
11813,GRL_AOIS,1.0
11814,XLM,1.0
11814,GRL,1.0
11814,GRL_AOIS,1.0
11815,XLM,1.0
11815,GRL,1.0
11815,GRL_AOIS,1.0
11816,XLM,1.0
11816,GRL,1.0
11816,GRL_AOIS,1.0
11817,XLM,1.0
11817,GRL,1.0
11817,GRL_AOIS,1.0
11818,XLM,1.0
11818,GRL,1.0
11818,GRL_AOIS,1.0
11819,XLM,1.0
11819,GRL,1.0
11819,GRL_AOIS,1.0
11820,XLM,1.0
11820,GRL,1.0
11820,GRL_AOIS,1.0
11821,XLM,1.0
11821,GRL,1.0
11821,GRL_AOIS,1.0
11822,XLM,1.0
11822,GRL,1.0
11822,GRL_AOIS,1.0
11823,XLM,1.0
11823,GRL,1.0
11823,GRL_AOIS,1.0
11824,XLM,1.0
11824,GRL,1.0
11824,GRL_AOIS,1.0
11825,XLM,1.0
11825,GRL,1.0
11825,GRL_AOIS,1.0
11826,XLM,1.0
11826,GRL,1.0
11826,GRL_AOIS,1.0
11827,XLM,1.0
11827,GRL,1.0
11827,GRL_AOIS,1.0
11828,XLM,1.0
11828,GRL,1.0
11828,GRL_AOIS,1.0
11829,XLM,1.0
11829,GRL,1.0
11829,GRL_AOIS,1.0
11830,XLM,1.0
11830,GRL,1.0
11830,GRL_AOIS,1.0
11831,XLM,1.0
11831,GRL,1.0
11831,GRL_AOIS,1.0
11832,XLM,1.0
11832,GRL,1.0
11832,GRL_AOIS,1.0
11833,XLM,1.0
11833,GRL,1.0
11833,GRL_AOIS,1.0
11834,XLM,1.0
11834,GRL,1.0
11834,GRL_AOIS,1.0
11835,XLM,1.0
11835,GRL,1.0
11835,GRL_AOIS,1.0
11836,XLM,1.0
11836,GRL,1.0
11836,GRL_AOIS,1.0
11837,XLM,1.0
11837,GRL,1.0
11837,GRL_AOIS,1.0
11838,XLM,1.0
11838,GRL,1.0
11838,GRL_AOIS,1.0
11841,XLM,1.0
11841,GRL,1.0
11841,GRL_AOIS,1.0
11842,XLM,1.0
11842,GRL,1.0
11842,GRL_AOIS,1.0
11843,XLM,1.0
11843,GRL,1.0
11843,GRL_AOIS,1.0
11844,XLM,1.0
11844,GRL,1.0
11844,GRL_AOIS,1.0
11845,XLM,1.0
11845,GRL,1.0
11845,GRL_AOIS,1.0
11846,XLM,1.0
11846,GRL,1.0
11846,GRL_AOIS,1.0
11847,XLM,1.0
11847,GRL,1.0
11847,GRL_AOIS,1.0
11848,XLM,1.0
11848,GRL,1.0
11848,GRL_AOIS,1.0
11849,XLM,1.0
11849,GRL,1.0
11849,GRL_AOIS,1.0
11850,XLM,1.0
11850,GRL,1.0
11850,GRL_AOIS,1.0
11851,XLM,1.0
11851,GRL,1.0
11851,GRL_AOIS,1.0
11852,XLM,1.0
11852,GRL,1.0
11852,GRL_AOIS,1.0
11853,XLM,1.0
11853,GRL,1.0
11853,GRL_AOIS,1.0
11854,XLM,1.0
11854,GRL,1.0
11854,GRL_AOIS,1.0
11855,XLM,1.0
11855,GRL,1.0
11855,GRL_AOIS,1.0
11856,XLM,1.0
11856,GRL,1.0
11856,GRL_AOIS,1.0
11857,XLM,1.0
11857,GRL,1.0
11857,GRL_AOIS,1.0
11995,CIS,1.0
11995,RUS,1.0
11995,RUS_SNCO,1.0
11996,CIS,1.0
11996,RUS,1.0
11996,RUS_SNCO,1.0
11997,CIS,1.0
11997,RUS,1.0
11997,RUS_SNCO,1.0
11998,CIS,1.0
11998,RUS,1.0
11998,RUS_SNCO,1.0
11999,CIS,1.0
11999,RUS,1.0
11999,RUS_SNCO,1.0
12004,CIS,1.0
12004,RUS,1.0
12005,CIS,1.0
12005,RUS,1.0
12005,RUS_SNCO,1.0
12006,CIS,1.0
12006,RUS,1.0
12006,RUS_SNCO,1.0
12007,CIS,1.0
12007,RUS,1.0
12007,RUS_SNCO,1.0
12008,CIS,1.0
12008,RUS,1.0
12008,RUS_SNCO,1.0
12410,CAN,1.0
12410,CAN_NWTT,1.0
12411,CAN,1.0
12411,CAN_NWTT,1.0
12412,CAN,1.0
12412,CAN_NWTT,1.0
12413,CAN,1.0
12413,CAN_NWTT,1.0
12414,CAN,1.0
12414,CAN_NWTT,1.0
12415,CAN,1.0
12415,CAN_NWTT,1.0
12416,CAN,1.0
12416,CAN_NWTT,1.0
12417,CAN,1.0
12417,CAN_NWTT,1.0
12419,CAN,1.0
12419,CAN_NWTT,1.0
12420,CAN,1.0
12420,CAN_NWTT,1.0
12421,CAN,1.0
12421,CAN_NWTT,1.0
12422,CAN,1.0
12422,CAN_NWTT,1.0
12423,CAN,1.0
12423,CAN_NWTT,1.0
12424,CAN,1.0
12424,CAN_NWTT,1.0
12425,CAN,1.0
12425,CAN_NWTT,1.0
12426,CAN,1.0
12426,CAN_NWTT,1.0
12427,CAN,1.0
12427,CAN_NWTT,1.0
12428,CAN,1.0
12428,CAN_NWTT,1.0
12429,CAN,1.0
12429,CAN_NWTT,1.0
12430,CAN,1.0
12430,CAN_NWTT,1.0
12431,CAN,1.0
12431,CAN_NWTT,1.0
12432,CAN,1.0
12432,CAN_NWTT,1.0
12433,CAN,1.0
12433,CAN_NWTT,1.0
12434,CAN,1.0
12434,CAN_NWTT,1.0
12435,CAN,1.0
12435,CAN_NWTT,1.0
12436,CAN,1.0
12436,CAN_NWTT,1.0
12437,CAN,1.0
12437,CAN_NWTT,1.0
12438,CAN,1.0
12438,CAN_NWTT,1.0
12439,CAN,1.0
12439,CAN_NWTT,1.0
12440,CAN,1.0
12440,CAN_NWTT,1.0
12441,CAN,1.0
12441,CAN_NWTT,1.0
12442,CAN,1.0
12442,CAN_NWTT,1.0
12443,CAN,1.0
12443,CAN_NWTT,1.0
12444,CAN,1.0
12444,CAN_NWTT,1.0
12445,CAN,1.0
12445,CAN_NWTT,1.0
12446,CAN,1.0
12446,CAN_NWTT,1.0
12447,CAN,1.0
12447,CAN_NWTT,1.0
12448,CAN,1.0
12448,CAN_NWTT,1.0
12449,CAN,1.0
12449,CAN_NWTT,1.0
12450,CAN,1.0
12450,CAN_NWTT,1.0
12451,CAN,1.0
12451,CAN_NWTT,1.0
12452,CAN,1.0
12452,CAN_NWTT,1.0
12453,CAN,1.0
12453,CAN_NWTT,1.0
12454,CAN,1.0
12454,CAN_NWTT,1.0
12455,CAN,1.0
12455,CAN_NWTT,1.0
12456,CAN,1.0
12456,CAN_NWTT,1.0
12457,CAN,1.0
12457,CAN_NWTT,1.0
12458,CAN,1.0
12458,CAN_NWTT,1.0
12459,CAN,1.0
12459,CAN_NWTT,1.0
12460,CAN,1.0
12460,CAN_NWTT,1.0
12461,CAN,1.0
12461,CAN_NWTT,1.0
12462,CAN,1.0
12462,CAN_NWTT,1.0
12463,CAN,1.0
12463,CAN_NWTT,1.0
12464,CAN,1.0
12464,CAN_NWTT,1.0
12465,CAN,1.0
12465,CAN_NWTT,1.0
12466,CAN,1.0
12466,CAN_NWTT,1.0
12467,CAN,1.0
12467,CAN_NWTT,1.0
12468,CAN,1.0
12468,CAN_NWTT,1.0
12469,CAN,1.0
12469,CAN_NWTT,1.0
12470,CAN,1.0
12470,CAN_NWTT,1.0
65193,XLM,0.09999999999999999
12471,CAN,0.9
12471,GRL,0.09999999999999999
12471,CAN_NWTT,0.9
12472,XLM,1.0
12472,GRL,1.0
12472,GRL_AOIS,1.0
12473,XLM,1.0
12473,GRL,1.0
12473,GRL_AOIS,1.0
12474,XLM,1.0
12474,GRL,1.0
12474,GRL_AOIS,1.0
12475,XLM,1.0
12475,GRL,1.0
12475,GRL_AOIS,1.0
12476,XLM,1.0
12476,GRL,1.0
12476,GRL_AOIS,1.0
12477,XLM,1.0
12477,GRL,1.0
12477,GRL_AOIS,1.0
12478,XLM,1.0
12478,GRL,1.0
12478,GRL_AOIS,1.0
12479,XLM,1.0
12479,GRL,1.0
12479,GRL_AOIS,1.0
12480,XLM,1.0
12480,GRL,1.0
12480,GRL_AOIS,1.0
12481,XLM,1.0
12481,GRL,1.0
12481,GRL_AOIS,1.0
12482,XLM,1.0
12482,GRL,1.0
12482,GRL_AOIS,1.0
12483,XLM,1.0
12483,GRL,1.0
12483,GRL_AOIS,1.0
12484,XLM,1.0
12484,GRL,1.0
12484,GRL_AOIS,1.0
12485,XLM,1.0
12485,GRL,1.0
12485,GRL_AOIS,1.0
12486,XLM,1.0
12486,GRL,1.0
12486,GRL_AOIS,1.0
12487,XLM,1.0
12487,GRL,1.0
12487,GRL_AOIS,1.0
12488,XLM,1.0
12488,GRL,1.0
12488,GRL_AOIS,1.0
12489,XLM,1.0
12489,GRL,1.0
12489,GRL_AOIS,1.0
12490,XLM,1.0
12490,GRL,1.0
12490,GRL_AOIS,1.0
12491,XLM,1.0
12491,GRL,1.0
12491,GRL_AOIS,1.0
12492,XLM,1.0
12492,GRL,1.0
12492,GRL_AOIS,1.0
12493,XLM,1.0
12493,GRL,1.0
12493,GRL_AOIS,1.0
12494,XLM,1.0
12494,GRL,1.0
12494,GRL_AOIS,1.0
12495,XLM,1.0
12495,GRL,1.0
12495,GRL_AOIS,1.0
12496,XLM,1.0
12496,GRL,1.0
12496,GRL_AOIS,1.0
12497,XLM,1.0
12497,GRL,1.0
12497,GRL_AOIS,1.0
12498,XLM,1.0
12498,GRL,1.0
12498,GRL_AOIS,1.0
12499,XLM,1.0
12499,GRL,1.0
12499,GRL_AOIS,1.0
12500,XLM,1.0
12500,GRL,1.0
12500,GRL_AOIS,1.0
12501,XLM,1.0
12501,GRL,1.0
12501,GRL_AOIS,1.0
12502,XLM,1.0
12502,GRL,1.0
12502,GRL_AOIS,1.0
12503,XLM,1.0
12503,GRL,1.0
12503,GRL_AOIS,1.0
12504,XLM,1.0
12504,GRL,1.0
12504,GRL_AOIS,1.0
12505,XLM,1.0
12505,GRL,1.0
12505,GRL_AOIS,1.0
12506,XLM,1.0
12506,GRL,1.0
12506,GRL_AOIS,1.0
12507,XLM,1.0
12507,GRL,1.0
12507,GRL_AOIS,1.0
12508,XLM,1.0
12508,GRL,1.0
12508,GRL_AOIS,1.0
12509,XLM,1.0
12509,GRL,1.0
12509,GRL_AOIS,1.0
12510,XLM,1.0
12510,GRL,1.0
12510,GRL_AOIS,1.0
12511,XLM,1.0
12511,GRL,1.0
12511,GRL_AOIS,1.0
12512,XLM,1.0
12512,GRL,1.0
12512,GRL_AOIS,1.0
12513,XLM,1.0
12513,GRL,1.0
12513,GRL_AOIS,1.0
12514,XLM,1.0
12514,GRL,1.0
12514,GRL_AOIS,1.0
12515,XLM,1.0
12515,GRL,1.0
12515,GRL_AOIS,1.0
12516,XLM,1.0
12516,GRL,1.0
12516,GRL_AOIS,1.0
12517,XLM,1.0
12517,GRL,1.0
12517,GRL_AOIS,1.0
12518,XLM,1.0
12518,GRL,1.0
12518,GRL_AOIS,1.0
12519,XLM,1.0
12519,GRL,1.0
12519,GRL_AOIS,1.0
12520,XLM,1.0
12520,GRL,1.0
12520,GRL_AOIS,1.0
12521,XLM,1.0
12521,GRL,1.0
12521,GRL_AOIS,1.0
12522,XLM,1.0
12522,GRL,1.0
12522,GRL_AOIS,1.0
12523,XLM,1.0
12523,GRL,1.0
12523,GRL_AOIS,1.0
12524,XLM,1.0
12524,GRL,1.0
12524,GRL_AOIS,1.0
12525,XLM,1.0
12525,GRL,1.0
12525,GRL_AOIS,1.0
12526,XLM,1.0
12526,GRL,1.0
12526,GRL_AOIS,1.0
12527,XLM,1.0
12527,GRL,1.0
12527,GRL_AOIS,1.0
12528,XLM,1.0
12528,GRL,1.0
12528,GRL_AOIS,1.0
12529,XLM,1.0
12529,GRL,1.0
12529,GRL_AOIS,1.0
12530,XLM,1.0
12530,GRL,1.0
12530,GRL_AOIS,1.0
12531,XLM,1.0
12531,GRL,1.0
12531,GRL_AOIS,1.0
12532,XLM,1.0
12532,GRL,1.0
12532,GRL_AOIS,1.0
12533,XLM,1.0
12533,GRL,1.0
12533,GRL_AOIS,1.0
12534,XLM,1.0
12534,GRL,1.0
12534,GRL_AOIS,1.0
12535,XLM,1.0
12535,GRL,1.0
12535,GRL_AOIS,1.0
12536,XLM,1.0
12536,GRL,1.0
12536,GRL_AOIS,1.0
12537,XLM,1.0
12537,GRL,1.0
12537,GRL_AOIS,1.0
12538,XLM,1.0
12538,GRL,1.0
12538,GRL_AOIS,1.0
12539,XLM,1.0
12539,GRL,1.0
12539,GRL_AOIS,1.0
12540,XLM,1.0
12540,GRL,1.0
12540,GRL_AOIS,1.0
12541,XLM,1.0
12541,GRL,1.0
12541,GRL_AOIS,1.0
12542,XLM,1.0
12542,GRL,1.0
12542,GRL_AOIS,1.0
12543,XLM,1.0
12543,GRL,1.0
12543,GRL_AOIS,1.0
12544,XLM,1.0
12544,GRL,1.0
12544,GRL_AOIS,1.0
12545,XLM,1.0
12545,GRL,1.0
12545,GRL_AOIS,1.0
12546,XLM,1.0
12546,GRL,1.0
12546,GRL_AOIS,1.0
12547,XLM,1.0
12547,GRL,1.0
12547,GRL_AOIS,1.0
12548,XLM,1.0
12548,GRL,1.0
12548,GRL_AOIS,1.0
12549,XLM,1.0
12549,GRL,1.0
12549,GRL_AOIS,1.0
12550,XLM,1.0
12550,GRL,1.0
12550,GRL_AOIS,1.0
12551,XLM,1.0
12551,GRL,1.0
12551,GRL_AOIS,1.0
12552,XLM,1.0
12552,GRL,1.0
12552,GRL_AOIS,1.0
12553,XLM,1.0
12553,GRL,1.0
12553,GRL_AOIS,1.0
12554,XLM,1.0
12554,GRL,1.0
12554,GRL_AOIS,1.0
12555,XLM,1.0
12555,GRL,1.0
12555,GRL_AOIS,1.0
12556,XLM,1.0
12556,GRL,1.0
12556,GRL_AOIS,1.0
12557,XLM,1.0
12557,GRL,1.0
12557,GRL_AOIS,1.0
12558,XLM,1.0
12558,GRL,1.0
12558,GRL_AOIS,1.0
12559,XLM,1.0
12559,GRL,1.0
12559,GRL_AOIS,1.0
12560,XLM,1.0
12560,GRL,1.0
12560,GRL_AOIS,1.0
12561,XLM,1.0
12561,GRL,1.0
12561,GRL_AOIS,1.0
12562,XLM,1.0
12562,GRL,1.0
12562,GRL_AOIS,1.0
12563,XLM,1.0
12563,GRL,1.0
12563,GRL_AOIS,1.0
12564,XLM,1.0
12564,GRL,1.0
12564,GRL_AOIS,1.0
12565,XLM,1.0
12565,GRL,1.0
12565,GRL_AOIS,1.0
12566,XLM,1.0
12566,GRL,1.0
12566,GRL_AOIS,1.0
12567,XLM,1.0
12567,GRL,1.0
12567,GRL_AOIS,1.0
12568,XLM,1.0
12568,GRL,1.0
12568,GRL_AOIS,1.0
12569,XLM,1.0
12569,GRL,1.0
12569,GRL_AOIS,1.0
12570,XLM,1.0
12570,GRL,1.0
12570,GRL_AOIS,1.0
12571,XLM,1.0
12571,GRL,1.0
12571,GRL_AOIS,1.0
12572,XLM,1.0
12572,GRL,1.0
12572,GRL_AOIS,1.0
12573,XLM,1.0
12573,GRL,1.0
12573,GRL_AOIS,1.0
12574,XLM,1.0
12574,GRL,1.0
12574,GRL_AOIS,1.0
12575,XLM,1.0
12575,GRL,1.0
12575,GRL_AOIS,1.0
12576,XLM,1.0
12576,GRL,1.0
12576,GRL_AOIS,1.0
12577,XLM,1.0
12577,GRL,1.0
12577,GRL_AOIS,1.0
12578,XLM,1.0
12578,GRL,1.0
12578,GRL_AOIS,1.0
12701,CIS,1.0
12701,RUS,1.0
12701,RUS_SNCO,1.0
12702,CIS,1.0
12702,RUS,1.0
12702,RUS_SNCO,1.0
12709,CIS,1.0
12709,RUS,1.0
12710,CIS,1.0
12710,RUS,1.0
12710,RUS_SNCO,1.0
12711,CIS,1.0
12711,RUS,1.0
12711,RUS_SNCO,1.0
12712,CIS,1.0
12712,RUS,1.0
12712,RUS_SNCO,1.0
12713,CIS,1.0
12713,RUS,1.0
12713,RUS_SNCO,1.0
12714,CIS,1.0
12714,RUS,1.0
12714,RUS_SNCO,1.0
12715,CIS,1.0
12715,RUS,1.0
12715,RUS_SNCO,1.0
12716,CIS,1.0
12716,RUS,1.0
12716,RUS_SNCO,1.0
12717,CIS,1.0
12717,RUS,1.0
12717,RUS_SNCO,1.0
12718,CIS,1.0
12718,RUS,1.0
12718,RUS_SNCO,1.0
12719,CIS,1.0
12719,RUS,1.0
12719,RUS_SNCO,1.0
12720,CIS,1.0
12720,RUS,1.0
12721,CIS,1.0
12721,RUS,1.0
12721,RUS_SNCO,1.0
12722,CIS,1.0
12722,RUS,1.0
12722,RUS_SNCO,1.0
12723,CIS,1.0
12723,RUS,1.0
12723,RUS_SNCO,1.0
12724,CIS,1.0
12724,RUS,1.0
12724,RUS_SNCO,1.0
12729,CIS,1.0
12729,RUS,1.0
12729,RUS_SNCO,1.0
12730,CIS,1.0
12730,RUS,1.0
12730,RUS_SNCO,1.0
12731,CIS,1.0
12731,RUS,1.0
12731,RUS_SNCO,1.0
12780,CIS,1.0
12780,RUS,1.0
12781,CIS,1.0
12781,RUS,1.0
12781,RUS_SNCO,1.0
12782,CIS,1.0
12782,RUS,1.0
12782,RUS_SNCO,1.0
12783,CIS,1.0
12783,RUS,1.0
12783,RUS_SNCO,1.0
12784,CIS,1.0
12784,RUS,1.0
12784,RUS_SNCO,1.0
12787,CIS,1.0
12787,RUS,1.0
12788,CIS,1.0
12788,RUS,1.0
12788,RUS_SNCO,1.0
12789,CIS,1.0
12789,RUS,1.0
12789,RUS_SNCO,1.0
12790,CIS,1.0
12790,RUS,1.0
12790,RUS_SNCO,1.0
12791,CIS,1.0
12791,RUS,1.0
12791,RUS_SNCO,1.0
12792,CIS,1.0
12792,RUS,1.0
12792,RUS_SNCO,1.0
12793,CIS,1.0
12793,RUS,1.0
12793,RUS_SNCO,1.0
12794,CIS,1.0
12794,RUS,1.0
12794,RUS_SNCO,1.0
13128,CAN,1.0
13129,CAN,1.0
13129,CAN_NWTT,1.0
13130,CAN,1.0
13130,CAN_NWTT,1.0
13131,CAN,1.0
13131,CAN_NWTT,1.0
13132,CAN,1.0
13132,CAN_NWTT,1.0
13133,CAN,1.0
13133,CAN_NWTT,1.0
13134,CAN,1.0
13134,CAN_NWTT,1.0
13135,CAN,1.0
13135,CAN_NWTT,1.0
13136,CAN,1.0
13136,CAN_NWTT,1.0
13137,CAN,1.0
13137,CAN_NWTT,1.0
13138,CAN,1.0
13138,CAN_NWTT,1.0
13139,CAN,1.0
13139,CAN_NWTT,1.0
13140,CAN,1.0
13140,CAN_NWTT,1.0
13141,CAN,1.0
13141,CAN_NWTT,1.0
13142,CAN,1.0
13142,CAN_NWTT,1.0
13143,CAN,1.0
13143,CAN_NWTT,1.0
13144,CAN,1.0
13144,CAN_NWTT,1.0
13145,CAN,1.0
13145,CAN_NWTT,1.0
13146,CAN,1.0
13146,CAN_NWTT,1.0
13147,CAN,1.0
13147,CAN_NWTT,1.0
13148,CAN,1.0
13148,CAN_NWTT,1.0
13149,CAN,1.0
13149,CAN_NWTT,1.0
13150,CAN,1.0
13150,CAN_NWTT,1.0
13151,CAN,1.0
13151,CAN_NWTT,1.0
13152,CAN,1.0
13152,CAN_NWTT,1.0
13153,CAN,1.0
13153,CAN_NWTT,1.0
13154,CAN,1.0
13154,CAN_NWTT,1.0
13155,CAN,1.0
13155,CAN_NWTT,1.0
13156,CAN,1.0
13156,CAN_NWTT,1.0
13157,CAN,1.0
13157,CAN_NWTT,1.0
13158,CAN,1.0
13158,CAN_NWTT,1.0
13159,CAN,1.0
13159,CAN_NWTT,1.0
13160,CAN,1.0
13160,CAN_NWTT,1.0
13161,CAN,1.0
13161,CAN_NWTT,1.0
13162,CAN,1.0
13162,CAN_NWTT,1.0
13163,CAN,1.0
13163,CAN_NWTT,1.0
13164,CAN,1.0
13164,CAN_NWTT,1.0
13165,CAN,1.0
13165,CAN_NWTT,1.0
13166,CAN,1.0
13166,CAN_NWTT,1.0
13167,CAN,1.0
13167,CAN_NWTT,1.0
13168,CAN,1.0
13168,CAN_NWTT,1.0
13169,CAN,1.0
13169,CAN_NWTT,1.0
13170,CAN,1.0
13170,CAN_NWTT,1.0
13171,CAN,1.0
13171,CAN_NWTT,1.0
13172,CAN,1.0
13172,CAN_NWTT,1.0
13173,CAN,1.0
13173,CAN_NWTT,1.0
13174,CAN,1.0
13174,CAN_NWTT,1.0
13175,CAN,1.0
13175,CAN_NWTT,1.0
13176,CAN,1.0
13176,CAN_NWTT,1.0
13177,CAN,1.0
13177,CAN_NWTT,1.0
13178,CAN,1.0
13178,CAN_NWTT,1.0
13179,CAN,1.0
13179,CAN_NWTT,1.0
13180,CAN,1.0
13180,CAN_NWTT,1.0
13181,CAN,1.0
13181,CAN_NWTT,1.0
13182,CAN,1.0
13182,CAN_NWTT,1.0
13183,CAN,1.0
13183,CAN_NWTT,1.0
13184,CAN,1.0
13184,CAN_NWTT,1.0
13185,CAN,1.0
13185,CAN_NWTT,1.0
13186,CAN,1.0
13186,CAN_NWTT,1.0
13187,XLM,1.0
13187,GRL,1.0
13187,GRL_AOIS,1.0
13188,XLM,1.0
13188,GRL,1.0
13188,GRL_AOIS,1.0
13189,XLM,1.0
13189,GRL,1.0
13189,GRL_AOIS,1.0
13190,XLM,1.0
13190,GRL,1.0
13190,GRL_AOIS,1.0
13191,XLM,1.0
13191,GRL,1.0
13191,GRL_AOIS,1.0
13192,XLM,1.0
13192,GRL,1.0
13192,GRL_AOIS,1.0
13193,XLM,1.0
13193,GRL,1.0
13193,GRL_AOIS,1.0
13194,XLM,1.0
13194,GRL,1.0
13194,GRL_AOIS,1.0
13195,XLM,1.0
13195,GRL,1.0
13195,GRL_AOIS,1.0
13196,XLM,1.0
13196,GRL,1.0
13196,GRL_AOIS,1.0
13197,XLM,1.0
13197,GRL,1.0
13197,GRL_AOIS,1.0
13198,XLM,1.0
13198,GRL,1.0
13198,GRL_AOIS,1.0
13199,XLM,1.0
13199,GRL,1.0
13199,GRL_AOIS,1.0
13200,XLM,1.0
13200,GRL,1.0
13200,GRL_AOIS,1.0
13201,XLM,1.0
13201,GRL,1.0
13201,GRL_AOIS,1.0
13202,XLM,1.0
13202,GRL,1.0
13202,GRL_AOIS,1.0
13203,XLM,1.0
13203,GRL,1.0
13203,GRL_AOIS,1.0
13204,XLM,1.0
13204,GRL,1.0
13204,GRL_AOIS,1.0
13205,XLM,1.0
13205,GRL,1.0
13205,GRL_AOIS,1.0
13206,XLM,1.0
13206,GRL,1.0
13206,GRL_AOIS,1.0
13207,XLM,1.0
13207,GRL,1.0
13207,GRL_AOIS,1.0
13208,XLM,1.0
13208,GRL,1.0
13208,GRL_AOIS,1.0
13209,XLM,1.0
13209,GRL,1.0
13209,GRL_AOIS,1.0
13210,XLM,1.0
13210,GRL,1.0
13210,GRL_AOIS,1.0
13211,XLM,1.0
13211,GRL,1.0
13211,GRL_AOIS,1.0
13212,XLM,1.0
13212,GRL,1.0
13212,GRL_AOIS,1.0
13213,XLM,1.0
13213,GRL,1.0
13213,GRL_AOIS,1.0
13214,XLM,1.0
13214,GRL,1.0
13214,GRL_AOIS,1.0
13215,XLM,1.0
13215,GRL,1.0
13215,GRL_AOIS,1.0
13216,XLM,1.0
13216,GRL,1.0
13216,GRL_AOIS,1.0
13217,XLM,1.0
13217,GRL,1.0
13217,GRL_AOIS,1.0
13218,XLM,1.0
13218,GRL,1.0
13218,GRL_AOIS,1.0
13219,XLM,1.0
13219,GRL,1.0
13219,GRL_AOIS,1.0
13220,XLM,1.0
13220,GRL,1.0
13220,GRL_AOIS,1.0
13221,XLM,1.0
13221,GRL,1.0
13221,GRL_AOIS,1.0
13222,XLM,1.0
13222,GRL,1.0
13222,GRL_AOIS,1.0
13223,XLM,1.0
13223,GRL,1.0
13223,GRL_AOIS,1.0
13224,XLM,1.0
13224,GRL,1.0
13224,GRL_AOIS,1.0
13225,XLM,1.0
13225,GRL,1.0
13225,GRL_AOIS,1.0
13226,XLM,1.0
13226,GRL,1.0
13226,GRL_AOIS,1.0
13227,XLM,1.0
13227,GRL,1.0
13227,GRL_AOIS,1.0
13228,XLM,1.0
13228,GRL,1.0
13228,GRL_AOIS,1.0
13229,XLM,1.0
13229,GRL,1.0
13229,GRL_AOIS,1.0
13230,XLM,1.0
13230,GRL,1.0
13230,GRL_AOIS,1.0
13231,XLM,1.0
13231,GRL,1.0
13231,GRL_AOIS,1.0
13232,XLM,1.0
13232,GRL,1.0
13232,GRL_AOIS,1.0
13233,XLM,1.0
13233,GRL,1.0
13233,GRL_AOIS,1.0
13234,XLM,1.0
13234,GRL,1.0
13234,GRL_AOIS,1.0
13235,XLM,1.0
13235,GRL,1.0
13235,GRL_AOIS,1.0
13236,XLM,1.0
13236,GRL,1.0
13236,GRL_AOIS,1.0
13237,XLM,1.0
13237,GRL,1.0
13237,GRL_AOIS,1.0
13238,XLM,1.0
13238,GRL,1.0
13238,GRL_AOIS,1.0
13239,XLM,1.0
13239,GRL,1.0
13239,GRL_AOIS,1.0
13240,XLM,1.0
13240,GRL,1.0
13240,GRL_AOIS,1.0
13241,XLM,1.0
13241,GRL,1.0
13241,GRL_AOIS,1.0
13242,XLM,1.0
13242,GRL,1.0
13242,GRL_AOIS,1.0
13243,XLM,1.0
13243,GRL,1.0
13243,GRL_AOIS,1.0
13244,XLM,1.0
13244,GRL,1.0
13244,GRL_AOIS,1.0
13245,XLM,1.0
13245,GRL,1.0
13245,GRL_AOIS,1.0
13246,XLM,1.0
13246,GRL,1.0
13246,GRL_AOIS,1.0
13247,XLM,1.0
13247,GRL,1.0
13247,GRL_AOIS,1.0
13248,XLM,1.0
13248,GRL,1.0
13248,GRL_AOIS,1.0
13249,XLM,1.0
13249,GRL,1.0
13249,GRL_AOIS,1.0
13250,XLM,1.0
13250,GRL,1.0
13250,GRL_AOIS,1.0
13251,XLM,1.0
13251,GRL,1.0
13251,GRL_AOIS,1.0
13252,XLM,1.0
13252,GRL,1.0
13252,GRL_AOIS,1.0
13253,XLM,1.0
13253,GRL,1.0
13253,GRL_AOIS,1.0
13254,XLM,1.0
13254,GRL,1.0
13254,GRL_AOIS,1.0
13255,XLM,1.0
13255,GRL,1.0
13255,GRL_AOIS,1.0
13256,XLM,1.0
13256,GRL,1.0
13256,GRL_AOIS,1.0
13257,XLM,1.0
13257,GRL,1.0
13257,GRL_AOIS,1.0
13258,XLM,1.0
13258,GRL,1.0
13258,GRL_AOIS,1.0
13259,XLM,1.0
13259,GRL,1.0
13259,GRL_AOIS,1.0
13260,XLM,1.0
13260,GRL,1.0
13260,GRL_AOIS,1.0
13261,XLM,1.0
13261,GRL,1.0
13261,GRL_AOIS,1.0
13262,XLM,1.0
13262,GRL,1.0
13262,GRL_AOIS,1.0
13263,XLM,1.0
13263,GRL,1.0
13263,GRL_AOIS,1.0
13264,XLM,1.0
13264,GRL,1.0
13264,GRL_AOIS,1.0
13265,XLM,1.0
13265,GRL,1.0
13265,GRL_AOIS,1.0
13266,XLM,1.0
13266,GRL,1.0
13266,GRL_AOIS,1.0
13267,XLM,1.0
13267,GRL,1.0
