scenario,year,region,type,value
SSP2_500C_CACN_NoCC,2065,R5MAF,OTH,1137323.0343437498
SSP2_500C_CACN_NoCC,2065,R5MAF,CROP,513409.1502090942
SSP2_500C_CACN_NoCC,2065,R5MAF,CROP_FLW,7220.430103997032
SSP2_500C_CACN_NoCC,2065,R5MAF,PRM_FRS,712455.8277353202
SSP2_500C_CACN_NoCC,2065,R5MAF,MNG_FRS,19124.479925602092
SSP2_500C_CACN_NoCC,2065,R5MAF,BIOCROP,66669.61906566913
SSP2_500C_CACN_NoCC,2065,R5MAF,GRAZING,1164850.4263281513
SSP2_500C_CACN_NoCC,2065,R5MAF,GRASS,365785.1035965922
SSP2_500C_CACN_NoCC,2065,R5MAF,URB,5952.48283633995
SSP2_500C_CACN_NoCC,2065,R5LAM,OTH,72183.21731250001
SSP2_500C_CACN_NoCC,2065,R5LAM,CROP,139065.4367634497
SSP2_500C_CACN_NoCC,2065,R5LAM,CROP_FLW,5456.714235169269
SSP2_500C_CACN_NoCC,2065,R5LAM,PRM_FRS,1209764.734579033
SSP2_500C_CACN_NoCC,2065,R5LAM,MNG_FRS,13824.705364312083
SSP2_500C_CACN_NoCC,2065,R5LAM,BIOCROP,39965.43971888325
SSP2_500C_CACN_NoCC,2065,R5LAM,GRAZING,497256.4203477026
SSP2_500C_CACN_NoCC,2065,R5LAM,GRASS,148962.86216432232
SSP2_500C_CACN_NoCC,2065,R5LAM,URB,8636.873675798419
SSP2_500C_CACN_NoCC,2070,USA,OTH,33613.452
SSP2_500C_CACN_NoCC,2070,USA,CROP,113675.82431339109
SSP2_500C_CACN_NoCC,2070,USA,CROP_FLW,30193.049396760704
SSP2_500C_CACN_NoCC,2070,USA,PRM_FRS,332902.7250052848
SSP2_500C_CACN_NoCC,2070,USA,MNG_FRS,38287.319312120766
SSP2_500C_CACN_NoCC,2070,USA,BIOCROP,48746.51218691664
SSP2_500C_CACN_NoCC,2070,USA,GRAZING,218477.88508966315
SSP2_500C_CACN_NoCC,2070,USA,GRASS,51868.593579678745
SSP2_500C_CACN_NoCC,2070,USA,URB,11695.345311309815
SSP2_500C_CACN_NoCC,2070,XE25,OTH,3206.0
SSP2_500C_CACN_NoCC,2070,XE25,CROP,61705.50526720401
SSP2_500C_CACN_NoCC,2070,XE25,CROP_FLW,6903.888579228086
SSP2_500C_CACN_NoCC,2070,XE25,PRM_FRS,126278.44348121317
SSP2_500C_CACN_NoCC,2070,XE25,MNG_FRS,41143.62590286223
SSP2_500C_CACN_NoCC,2070,XE25,BIOCROP,39411.59393796335
SSP2_500C_CACN_NoCC,2070,XE25,GRAZING,54921.17417970817
SSP2_500C_CACN_NoCC,2070,XE25,GRASS,13340.036707567006
SSP2_500C_CACN_NoCC,2070,XE25,URB,9106.496241195679
SSP2_500C_CACN_NoCC,2070,XER,OTH,13232.0
SSP2_500C_CACN_NoCC,2070,XER,CROP,31002.3985274858
SSP2_500C_CACN_NoCC,2070,XER,CROP_FLW,757.5747798690468
SSP2_500C_CACN_NoCC,2070,XER,PRM_FRS,45069.60230654151
SSP2_500C_CACN_NoCC,2070,XER,MNG_FRS,3289.84401782311
SSP2_500C_CACN_NoCC,2070,XER,BIOCROP,3723.4240133686944
SSP2_500C_CACN_NoCC,2070,XER,GRAZING,13811.894330720079
SSP2_500C_CACN_NoCC,2070,XER,GRASS,1463.3737855812988
SSP2_500C_CACN_NoCC,2070,XER,URB,1090.242361709595
SSP2_500C_CACN_NoCC,2070,TUR,CROP,22525.911460683456
SSP2_500C_CACN_NoCC,2070,TUR,CROP_FLW,2221.20677664424
SSP2_500C_CACN_NoCC,2070,TUR,PRM_FRS,14628.43544735222
SSP2_500C_CACN_NoCC,2070,TUR,MNG_FRS,829.794667786542
SSP2_500C_CACN_NoCC,2070,TUR,BIOCROP,6606.415241328412
SSP2_500C_CACN_NoCC,2070,TUR,GRAZING,13669.44870146884
SSP2_500C_CACN_NoCC,2070,TUR,GRASS,14857.57911331754
SSP2_500C_CACN_NoCC,2070,TUR,URB,821.3799714660644
SSP2_500C_CACN_NoCC,2070,XOC,OTH,1467.0
SSP2_500C_CACN_NoCC,2070,XOC,CROP,36507.15319144531
SSP2_500C_CACN_NoCC,2070,XOC,CROP_FLW,29347.598229979445
SSP2_500C_CACN_NoCC,2070,XOC,PRM_FRS,218295.7442258775
SSP2_500C_CACN_NoCC,2070,XOC,MNG_FRS,3118.849292435057
SSP2_500C_CACN_NoCC,2070,XOC,BIOCROP,25941.70017522519
SSP2_500C_CACN_NoCC,2070,XOC,GRAZING,370203.7703648363
SSP2_500C_CACN_NoCC,2070,XOC,GRASS,415079.37000413623
SSP2_500C_CACN_NoCC,2070,XOC,URB,883.3264156804086
SSP2_500C_CACN_NoCC,2070,CHN,OTH,239998.39534375
SSP2_500C_CACN_NoCC,2070,CHN,CROP,65192.58488974445
SSP2_500C_CACN_NoCC,2070,CHN,PRM_FRS,318155.81250491965
SSP2_500C_CACN_NoCC,2070,CHN,MNG_FRS,9393.608517773358
SSP2_500C_CACN_NoCC,2070,CHN,BIOCROP,36951.73960561618
SSP2_500C_CACN_NoCC,2070,CHN,GRAZING,347027.80156714737
SSP2_500C_CACN_NoCC,2070,CHN,GRASS,45890.23245304685
SSP2_500C_CACN_NoCC,2070,CHN,URB,8006.078889526368
SSP2_500C_CACN_NoCC,2070,IND,OTH,13430.3702109375
SSP2_500C_CACN_NoCC,2070,IND,CROP,170609.99503173342
SSP2_500C_CACN_NoCC,2070,IND,PRM_FRS,42400.402244543904
SSP2_500C_CACN_NoCC,2070,IND,MNG_FRS,10965.75969298091
SSP2_500C_CACN_NoCC,2070,IND,BIOCROP,16087.050839745729
SSP2_500C_CACN_NoCC,2070,IND,GRAZING,7179.098550630793
SSP2_500C_CACN_NoCC,2070,IND,GRASS,12775.802272313744
SSP2_500C_CACN_NoCC,2070,IND,URB,3026.2728974914553
SSP2_500C_CACN_NoCC,2070,JPN,CROP,1585.3269452236489
SSP2_500C_CACN_NoCC,2070,JPN,CROP_FLW,356.6128855766737
SSP2_500C_CACN_NoCC,2070,JPN,PRM_FRS,25424.43918530092
SSP2_500C_CACN_NoCC,2070,JPN,MNG_FRS,1194.8559144945161
SSP2_500C_CACN_NoCC,2070,JPN,BIOCROP,356.1277622169939
SSP2_500C_CACN_NoCC,2070,JPN,GRAZING,47.87040848097506
SSP2_500C_CACN_NoCC,2070,JPN,GRASS,396.09264833172057
SSP2_500C_CACN_NoCC,2070,JPN,URB,1710.2899680175783
SSP2_500C_CACN_NoCC,2070,XSE,OTH,14506.901
SSP2_500C_CACN_NoCC,2070,XSE,CROP,59133.74755284878
SSP2_500C_CACN_NoCC,2070,XSE,CROP_FLW,887.3146630682729
SSP2_500C_CACN_NoCC,2070,XSE,PRM_FRS,267180.28974323854
SSP2_500C_CACN_NoCC,2070,XSE,MNG_FRS,5347.762581081401
SSP2_500C_CACN_NoCC,2070,XSE,BIOCROP,30311.365043119986
SSP2_500C_CACN_NoCC,2070,XSE,GRAZING,122805.5041273175
SSP2_500C_CACN_NoCC,2070,XSE,GRASS,48599.30229717522
SSP2_500C_CACN_NoCC,2070,XSE,URB,3032.1656320037837
SSP2_500C_CACN_NoCC,2070,XSA,OTH,44675.7545
SSP2_500C_CACN_NoCC,2070,XSA,CROP,47099.942436665406
SSP2_500C_CACN_NoCC,2070,XSA,CROP_FLW,1335.9431125810195
SSP2_500C_CACN_NoCC,2070,XSA,PRM_FRS,14984.466827964347
SSP2_500C_CACN_NoCC,2070,XSA,MNG_FRS,3130.3726586678076
SSP2_500C_CACN_NoCC,2070,XSA,BIOCROP,7474.489558059028
SSP2_500C_CACN_NoCC,2070,XSA,GRAZING,39299.93704083477
SSP2_500C_CACN_NoCC,2070,XSA,GRASS,25737.769793003667
SSP2_500C_CACN_NoCC,2070,XSA,URB,866.7895990753174
SSP2_500C_CACN_NoCC,2070,CAN,OTH,283585.656
SSP2_500C_CACN_NoCC,2070,CAN,CROP,28095.953406367516
SSP2_500C_CACN_NoCC,2070,CAN,CROP_FLW,1361.9626695121915
SSP2_500C_CACN_NoCC,2070,CAN,PRM_FRS,307249.64170275937
SSP2_500C_CACN_NoCC,2070,CAN,MNG_FRS,29682.83933329783
SSP2_500C_CACN_NoCC,2070,CAN,BIOCROP,7206.559840601682
SSP2_500C_CACN_NoCC,2070,CAN,GRAZING,11376.452649093373
SSP2_500C_CACN_NoCC,2070,CAN,GRASS,376.3469415006777
SSP2_500C_CACN_NoCC,2070,CAN,URB,785.9824775390625
SSP2_500C_CACN_NoCC,2070,BRA,CROP,55670.665811872255
SSP2_500C_CACN_NoCC,2070,BRA,CROP_FLW,58.76475492996581
SSP2_500C_CACN_NoCC,2070,BRA,PRM_FRS,624767.338967652
SSP2_500C_CACN_NoCC,2070,BRA,MNG_FRS,2705.9823543030666
SSP2_500C_CACN_NoCC,2070,BRA,BIOCROP,24082.79579283433
SSP2_500C_CACN_NoCC,2070,BRA,GRAZING,162690.17928314337
SSP2_500C_CACN_NoCC,2070,BRA,GRASS,30538.841488919286
SSP2_500C_CACN_NoCC,2070,BRA,URB,3742.538360931397
SSP2_500C_CACN_NoCC,2070,XLM,OTH,72183.21731250001
SSP2_500C_CACN_NoCC,2070,XLM,CROP,79395.50226996465
SSP2_500C_CACN_NoCC,2070,XLM,CROP_FLW,4586.63724296126
SSP2_500C_CACN_NoCC,2070,XLM,PRM_FRS,600330.8532554363
SSP2_500C_CACN_NoCC,2070,XLM,MNG_FRS,10143.287467612594
SSP2_500C_CACN_NoCC,2070,XLM,BIOCROP,19280.84810712449
SSP2_500C_CACN_NoCC,2070,XLM,GRAZING,334315.4438314274
SSP2_500C_CACN_NoCC,2070,XLM,GRASS,105729.17254463104
SSP2_500C_CACN_NoCC,2070,XLM,URB,4894.335314867021
SSP2_500C_CACN_NoCC,2070,CIS,OTH,253974.9918984375
SSP2_500C_CACN_NoCC,2070,CIS,CROP,74228.73085096537
SSP2_500C_CACN_NoCC,2070,CIS,CROP_FLW,29511.443329396196
SSP2_500C_CACN_NoCC,2070,CIS,PRM_FRS,1100688.2918272363
SSP2_500C_CACN_NoCC,2070,CIS,MNG_FRS,20428.335230155863
SSP2_500C_CACN_NoCC,2070,CIS,BIOCROP,33295.878241802326
SSP2_500C_CACN_NoCC,2070,CIS,GRAZING,304143.43916023767
SSP2_500C_CACN_NoCC,2070,CIS,GRASS,43001.76359396931
SSP2_500C_CACN_NoCC,2070,CIS,URB,5880.5270887603765
SSP2_500C_CACN_NoCC,2070,XME,OTH,281021.7655625
SSP2_500C_CACN_NoCC,2070,XME,CROP,33577.225703595584
SSP2_500C_CACN_NoCC,2070,XME,CROP_FLW,1289.2680843166825
SSP2_500C_CACN_NoCC,2070,XME,PRM_FRS,9102.026621016996
SSP2_500C_CACN_NoCC,2070,XME,MNG_FRS,541.7244847273263
SSP2_500C_CACN_NoCC,2070,XME,BIOCROP,23703.456862943145
SSP2_500C_CACN_NoCC,2070,XME,GRAZING,260661.71200887838
SSP2_500C_CACN_NoCC,2070,XME,GRASS,68118.8575906043
SSP2_500C_CACN_NoCC,2070,XME,URB,2128.071955810547
SSP2_500C_CACN_NoCC,2070,XNF,OTH,456890.6350624999
SSP2_500C_CACN_NoCC,2070,XNF,CROP,31469.653527154678
SSP2_500C_CACN_NoCC,2070,XNF,CROP_FLW,983.2214212822726
SSP2_500C_CACN_NoCC,2070,XNF,PRM_FRS,3145.0117244684848
SSP2_500C_CACN_NoCC,2070,XNF,MNG_FRS,56.84307259605501
SSP2_500C_CACN_NoCC,2070,XNF,BIOCROP,4675.867267150639
SSP2_500C_CACN_NoCC,2070,XNF,GRAZING,72815.26852318505
SSP2_500C_CACN_NoCC,2070,XNF,GRASS,2102.1019052296415
SSP2_500C_CACN_NoCC,2070,XNF,URB,927.4797019042969
SSP2_500C_CACN_NoCC,2070,XAF,OTH,399410.63371875
SSP2_500C_CACN_NoCC,2070,XAF,CROP,461899.5614576853
SSP2_500C_CACN_NoCC,2070,XAF,CROP_FLW,3750.1047716777316
SSP2_500C_CACN_NoCC,2070,XAF,PRM_FRS,702362.7338542856
SSP2_500C_CACN_NoCC,2070,XAF,MNG_FRS,17909.253865442264
SSP2_500C_CACN_NoCC,2070,XAF,BIOCROP,50090.342670200276
SSP2_500C_CACN_NoCC,2070,XAF,GRAZING,837745.1986063779
SSP2_500C_CACN_NoCC,2070,XAF,GRASS,263515.60294160794
SSP2_500C_CACN_NoCC,2070,XAF,URB,2896.931178625107
SSP2_500C_CACN_NoCC,2070,ASIA2,OTH,312611.42105468747
SSP2_500C_CACN_NoCC,2070,ASIA2,CROP,343621.59685621574
SSP2_500C_CACN_NoCC,2070,ASIA2,CROP_FLW,2579.870661225966
SSP2_500C_CACN_NoCC,2070,ASIA2,PRM_FRS,668145.4105059673
SSP2_500C_CACN_NoCC,2070,ASIA2,MNG_FRS,30032.359364997996
SSP2_500C_CACN_NoCC,2070,ASIA2,BIOCROP,91180.77280875792
SSP2_500C_CACN_NoCC,2070,ASIA2,GRAZING,516360.2116944114
SSP2_500C_CACN_NoCC,2070,ASIA2,GRASS,133399.1994638712
SSP2_500C_CACN_NoCC,2070,ASIA2,URB,16641.596986114502
SSP2_500C_CACN_NoCC,2070,World,OTH,2111196.772609375
SSP2_500C_CACN_NoCC,2070,World,CROP,1373375.6826440308
SSP2_500C_CACN_NoCC,2070,World,CROP_FLW,113544.5906977838
SSP2_500C_CACN_NoCC,2070,World,PRM_FRS,4752966.2589250915
SSP2_500C_CACN_NoCC,2070,World,MNG_FRS,198170.05836616072
SSP2_500C_CACN_NoCC,2070,World,BIOCROP,377946.16714621714
SSP2_500C_CACN_NoCC,2070,World,GRAZING,3171192.0784231513
SSP2_500C_CACN_NoCC,2070,World,GRASS,1143390.8396606143
SSP2_500C_CACN_NoCC,2070,World,URB,61494.25336591386
SSP2_500C_CACN_NoCC,2070,Non-OECD,OTH,1776092.664609375
SSP2_500C_CACN_NoCC,2070,Non-OECD,CROP,1078277.60953223
SSP2_500C_CACN_NoCC,2070,Non-OECD,CROP_FLW,42402.6973802134
SSP2_500C_CACN_NoCC,2070,Non-OECD,PRM_FRS,3683117.227570762
SSP2_500C_CACN_NoCC,2070,Non-OECD,MNG_FRS,80622.92992534065
SSP2_500C_CACN_NoCC,2070,Non-OECD,BIOCROP,245953.83398859613
SSP2_500C_CACN_NoCC,2070,Non-OECD,GRAZING,2488683.58269918
SSP2_500C_CACN_NoCC,2070,Non-OECD,GRASS,646009.446880501
SSP2_500C_CACN_NoCC,2070,Non-OECD,URB,35401.19061899567
SSP2_500C_CACN_NoCC,2070,Industrial,OTH,321872.108
SSP2_500C_CACN_NoCC,2070,Industrial,CROP,241569.76312363156
SSP2_500C_CACN_NoCC,2070,Industrial,CROP_FLW,68163.11176105711
SSP2_500C_CACN_NoCC,2070,Industrial,PRM_FRS,1010150.9936004358
SSP2_500C_CACN_NoCC,2070,Industrial,MNG_FRS,113427.4897552104
SSP2_500C_CACN_NoCC,2070,Industrial,BIOCROP,121662.49390292384
SSP2_500C_CACN_NoCC,2070,Industrial,GRAZING,655027.152691782
SSP2_500C_CACN_NoCC,2070,Industrial,GRASS,481060.43988121435
SSP2_500C_CACN_NoCC,2070,Industrial,URB,24181.440413742544
SSP2_500C_CACN_NoCC,2070,Transition,OTH,520635.75745312497
SSP2_500C_CACN_NoCC,2070,Transition,CROP,419230.28657248477
SSP2_500C_CACN_NoCC,2070,Transition,CROP_FLW,32548.98964083945
SSP2_500C_CACN_NoCC,2070,Transition,PRM_FRS,2145709.8832982453
SSP2_500C_CACN_NoCC,2070,Transition,MNG_FRS,47613.32448082285
SSP2_500C_CACN_NoCC,2070,Transition,BIOCROP,120747.30373469568
SSP2_500C_CACN_NoCC,2070,Transition,GRAZING,848521.8615933481
SSP2_500C_CACN_NoCC,2070,Transition,GRASS,148527.59270714803
SSP2_500C_CACN_NoCC,2070,Transition,URB,22567.039569885255
SSP2_500C_CACN_NoCC,2070,Developing,OTH,1268688.90715625
SSP2_500C_CACN_NoCC,2070,Developing,CROP,712575.6329479144
SSP2_500C_CACN_NoCC,2070,Developing,CROP_FLW,12832.489295887239
SSP2_500C_CACN_NoCC,2070,Developing,PRM_FRS,1597105.3820264102
SSP2_500C_CACN_NoCC,2070,Developing,MNG_FRS,37129.244130127445
SSP2_500C_CACN_NoCC,2070,Developing,BIOCROP,135536.36950859756
SSP2_500C_CACN_NoCC,2070,Developing,GRAZING,1667643.0641380209
SSP2_500C_CACN_NoCC,2070,Developing,GRASS,513802.8070722518
SSP2_500C_CACN_NoCC,2070,Developing,URB,14745.773382286072
SSP2_500C_CACN_NoCC,2070,R5ASIA,OTH,312611.42105468747
SSP2_500C_CACN_NoCC,2070,R5ASIA,CROP,342036.26991099206
SSP2_500C_CACN_NoCC,2070,R5ASIA,CROP_FLW,2223.2577756492924
SSP2_500C_CACN_NoCC,2070,R5ASIA,PRM_FRS,642720.9713206664
SSP2_500C_CACN_NoCC,2070,R5ASIA,MNG_FRS,28837.50345050348
SSP2_500C_CACN_NoCC,2070,R5ASIA,BIOCROP,90824.64504654091
SSP2_500C_CACN_NoCC,2070,R5ASIA,GRAZING,516312.3412859304
SSP2_500C_CACN_NoCC,2070,R5ASIA,GRASS,133003.10681553948
SSP2_500C_CACN_NoCC,2070,R5ASIA,URB,14931.307018096923
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,OTH,335104.108
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,CROP,295098.0731118008
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,CROP_FLW,71141.89331757039
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,PRM_FRS,1069849.0313543295
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,MNG_FRS,117547.12844082004
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,BIOCROP,131992.33315762097
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,GRAZING,682508.4957239708
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,GRASS,497381.3927801132
SSP2_500C_CACN_NoCC,2070,R5OECD90+EU,URB,26093.062746918204
SSP2_500C_CACN_NoCC,2070,R5REF,OTH,253974.9918984375
SSP2_500C_CACN_NoCC,2070,R5REF,CROP,74228.73085096537
SSP2_500C_CACN_NoCC,2070,R5REF,CROP_FLW,29511.443329396196
SSP2_500C_CACN_NoCC,2070,R5REF,PRM_FRS,1100688.2918272363
SSP2_500C_CACN_NoCC,2070,R5REF,MNG_FRS,20428.335230155863
SSP2_500C_CACN_NoCC,2070,R5REF,BIOCROP,33295.878241802326
SSP2_500C_CACN_NoCC,2070,R5REF,GRAZING,304143.43916023767
SSP2_500C_CACN_NoCC,2070,R5REF,GRASS,43001.76359396931
SSP2_500C_CACN_NoCC,2070,R5REF,URB,5880.5270887603765
SSP2_500C_CACN_NoCC,2070,R5MAF,OTH,1137323.0343437498
SSP2_500C_CACN_NoCC,2070,R5MAF,CROP,526946.4406884356
SSP2_500C_CACN_NoCC,2070,R5MAF,CROP_FLW,6022.594277276687
SSP2_500C_CACN_NoCC,2070,R5MAF,PRM_FRS,714609.772199771
SSP2_500C_CACN_NoCC,2070,R5MAF,MNG_FRS,18507.821422765646
SSP2_500C_CACN_NoCC,2070,R5MAF,BIOCROP,78469.66680029406
SSP2_500C_CACN_NoCC,2070,R5MAF,GRAZING,1171222.1791384413
SSP2_500C_CACN_NoCC,2070,R5MAF,GRASS,333736.5624374419
SSP2_500C_CACN_NoCC,2070,R5MAF,URB,5952.48283633995
SSP2_500C_CACN_NoCC,2070,R5LAM,OTH,72183.21731250001
SSP2_500C_CACN_NoCC,2070,R5LAM,CROP,135066.1680818369
SSP2_500C_CACN_NoCC,2070,R5LAM,CROP_FLW,4645.401997891226
SSP2_500C_CACN_NoCC,2070,R5LAM,PRM_FRS,1225098.1922230884
SSP2_500C_CACN_NoCC,2070,R5LAM,MNG_FRS,12849.269821915661
SSP2_500C_CACN_NoCC,2070,R5LAM,BIOCROP,43363.64389995882
SSP2_500C_CACN_NoCC,2070,R5LAM,GRAZING,497005.62311457074
SSP2_500C_CACN_NoCC,2070,R5LAM,GRASS,136268.01403355034
SSP2_500C_CACN_NoCC,2070,R5LAM,URB,8636.873675798419
SSP2_500C_CACN_NoCC,2075,USA,OTH,33613.452
SSP2_500C_CACN_NoCC,2075,USA,CROP,114695.10566536956
SSP2_500C_CACN_NoCC,2075,USA,CROP_FLW,29733.72992281154
SSP2_500C_CACN_NoCC,2075,USA,PRM_FRS,335355.4480806884
SSP2_500C_CACN_NoCC,2075,USA,MNG_FRS,37237.731127841806
SSP2_500C_CACN_NoCC,2075,USA,BIOCROP,47809.36129987736
SSP2_500C_CACN_NoCC,2075,USA,GRAZING,218460.0025084481
SSP2_500C_CACN_NoCC,2075,USA,GRASS,50860.5302787791
SSP2_500C_CACN_NoCC,2075,USA,URB,11695.345311309815
SSP2_500C_CACN_NoCC,2075,XE25,OTH,3206.0
SSP2_500C_CACN_NoCC,2075,XE25,CROP,60870.219501964144
SSP2_500C_CACN_NoCC,2075,XE25,CROP_FLW,6919.7217881382385
SSP2_500C_CACN_NoCC,2075,XE25,PRM_FRS,130236.07725153642
SSP2_500C_CACN_NoCC,2075,XE25,MNG_FRS,39017.67688097025
SSP2_500C_CACN_NoCC,2075,XE25,BIOCROP,38229.299178151356
SSP2_500C_CACN_NoCC,2075,XE25,GRAZING,55109.941428173646
SSP2_500C_CACN_NoCC,2075,XE25,GRASS,13321.332026812053
SSP2_500C_CACN_NoCC,2075,XE25,URB,9106.496241195679
SSP2_500C_CACN_NoCC,2075,XER,OTH,13232.0
SSP2_500C_CACN_NoCC,2075,XER,CROP,29868.60166118705
SSP2_500C_CACN_NoCC,2075,XER,CROP_FLW,766.3494820779739
SSP2_500C_CACN_NoCC,2075,XER,PRM_FRS,46597.68442059906
SSP2_500C_CACN_NoCC,2075,XER,MNG_FRS,3096.7870339987867
SSP2_500C_CACN_NoCC,2075,XER,BIOCROP,3504.002247764005
SSP2_500C_CACN_NoCC,2075,XER,GRAZING,13845.054254193372
SSP2_500C_CACN_NoCC,2075,XER,GRASS,1439.632661569271
SSP2_500C_CACN_NoCC,2075,XER,URB,1090.242361709595
SSP2_500C_CACN_NoCC,2075,TUR,CROP,22146.8712710337
SSP2_500C_CACN_NoCC,2075,TUR,CROP_FLW,2286.8959983088016
SSP2_500C_CACN_NoCC,2075,TUR,PRM_FRS,14651.438292618019
SSP2_500C_CACN_NoCC,2075,TUR,MNG_FRS,792.0949891435259
SSP2_500C_CACN_NoCC,2075,TUR,BIOCROP,6720.31898634678
SSP2_500C_CACN_NoCC,2075,TUR,GRAZING,13711.75355850362
SSP2_500C_CACN_NoCC,2075,TUR,GRASS,15029.418312626785
SSP2_500C_CACN_NoCC,2075,TUR,URB,821.3799714660644
SSP2_500C_CACN_NoCC,2075,XOC,OTH,1467.0
SSP2_500C_CACN_NoCC,2075,XOC,CROP,36879.18113496961
SSP2_500C_CACN_NoCC,2075,XOC,CROP_FLW,28901.525395403507
SSP2_500C_CACN_NoCC,2075,XOC,PRM_FRS,218327.10778115434
SSP2_500C_CACN_NoCC,2075,XOC,MNG_FRS,3006.9578724533776
SSP2_500C_CACN_NoCC,2075,XOC,BIOCROP,30995.485305235838
SSP2_500C_CACN_NoCC,2075,XOC,GRAZING,370399.222596372
SSP2_500C_CACN_NoCC,2075,XOC,GRASS,409984.7053983467
SSP2_500C_CACN_NoCC,2075,XOC,URB,883.3264156804086
SSP2_500C_CACN_NoCC,2075,CHN,OTH,239998.39534375
SSP2_500C_CACN_NoCC,2075,CHN,CROP,60240.10041242782
SSP2_500C_CACN_NoCC,2075,CHN,PRM_FRS,326300.3425892086
SSP2_500C_CACN_NoCC,2075,CHN,MNG_FRS,8547.215694071338
SSP2_500C_CACN_NoCC,2075,CHN,BIOCROP,37924.10459464337
SSP2_500C_CACN_NoCC,2075,CHN,GRAZING,345710.59694027004
SSP2_500C_CACN_NoCC,2075,CHN,GRASS,43889.41930762752
SSP2_500C_CACN_NoCC,2075,CHN,URB,8006.078889526368
SSP2_500C_CACN_NoCC,2075,IND,OTH,13430.3702109375
SSP2_500C_CACN_NoCC,2075,IND,CROP,169990.30863488428
SSP2_500C_CACN_NoCC,2075,IND,PRM_FRS,42479.662487860114
SSP2_500C_CACN_NoCC,2075,IND,MNG_FRS,10511.926966913685
SSP2_500C_CACN_NoCC,2075,IND,BIOCROP,16975.73506935563
SSP2_500C_CACN_NoCC,2075,IND,GRAZING,7235.000781774606
SSP2_500C_CACN_NoCC,2075,IND,GRASS,12825.474691159867
SSP2_500C_CACN_NoCC,2075,IND,URB,3026.2728974914553
SSP2_500C_CACN_NoCC,2075,JPN,CROP,1519.5536484231816
SSP2_500C_CACN_NoCC,2075,JPN,CROP_FLW,403.1206883011071
SSP2_500C_CACN_NoCC,2075,JPN,PRM_FRS,25476.277926428957
SSP2_500C_CACN_NoCC,2075,JPN,MNG_FRS,1133.4133161039667
SSP2_500C_CACN_NoCC,2075,JPN,BIOCROP,360.89099177493773
SSP2_500C_CACN_NoCC,2075,JPN,GRAZING,48.33046314158958
SSP2_500C_CACN_NoCC,2075,JPN,GRASS,419.73871545172597
SSP2_500C_CACN_NoCC,2075,JPN,URB,1710.2899680175783
SSP2_500C_CACN_NoCC,2075,XSE,OTH,14506.901
SSP2_500C_CACN_NoCC,2075,XSE,CROP,57222.078120829334
SSP2_500C_CACN_NoCC,2075,XSE,CROP_FLW,932.6151421840311
SSP2_500C_CACN_NoCC,2075,XSE,PRM_FRS,269697.28830392275
SSP2_500C_CACN_NoCC,2075,XSE,MNG_FRS,5108.17803082789
SSP2_500C_CACN_NoCC,2075,XSE,BIOCROP,31235.568641300717
SSP2_500C_CACN_NoCC,2075,XSE,GRAZING,122862.4939946498
SSP2_500C_CACN_NoCC,2075,XSE,GRASS,47207.06377413521
SSP2_500C_CACN_NoCC,2075,XSE,URB,3032.1656320037837
SSP2_500C_CACN_NoCC,2075,XSA,OTH,44675.7545
SSP2_500C_CACN_NoCC,2075,XSA,CROP,47102.50627161352
SSP2_500C_CACN_NoCC,2075,XSA,CROP_FLW,1270.6056441997243
SSP2_500C_CACN_NoCC,2075,XSA,PRM_FRS,15102.64025097104
SSP2_500C_CACN_NoCC,2075,XSA,MNG_FRS,3007.0230161564064
SSP2_500C_CACN_NoCC,2075,XSA,BIOCROP,7567.947530165116
SSP2_500C_CACN_NoCC,2075,XSA,GRAZING,39698.93505658056
SSP2_500C_CACN_NoCC,2075,XSA,GRASS,25313.263658089647
SSP2_500C_CACN_NoCC,2075,XSA,URB,866.7895990753174
SSP2_500C_CACN_NoCC,2075,CAN,OTH,283585.656
SSP2_500C_CACN_NoCC,2075,CAN,CROP,28233.23649932653
SSP2_500C_CACN_NoCC,2075,CAN,CROP_FLW,1440.5930705417181
SSP2_500C_CACN_NoCC,2075,CAN,PRM_FRS,307402.25826898613
SSP2_500C_CACN_NoCC,2075,CAN,MNG_FRS,29132.36977710773
SSP2_500C_CACN_NoCC,2075,CAN,BIOCROP,7279.952181852938
SSP2_500C_CACN_NoCC,2075,CAN,GRAZING,11464.131421121807
SSP2_500C_CACN_NoCC,2075,CAN,GRASS,397.2153241958455
SSP2_500C_CACN_NoCC,2075,CAN,URB,785.9824775390625
SSP2_500C_CACN_NoCC,2075,BRA,CROP,54298.19634014396
SSP2_500C_CACN_NoCC,2075,BRA,CROP_FLW,51.37826747304375
SSP2_500C_CACN_NoCC,2075,BRA,PRM_FRS,624767.3389680814
SSP2_500C_CACN_NoCC,2075,BRA,MNG_FRS,2532.1030600612658
SSP2_500C_CACN_NoCC,2075,BRA,BIOCROP,25907.088446069993
